idhh	idperson	idpartner	idmother	idfather	dct	dwt	dag	dec	les	yem	dgn	lhw	dms	loc	yse	yiy	poa	ddi	boa	poa00	yseev 
330	33002	0	33001	0	0	10	20	0	3	1674.264	1	42	1	8	0	0	0	0	0	0	0
331	33101	33102	0	0	0	10	40	0	2	0	1	80	2	2	2715.952	0	0	0	0	0	2715.952
331	33102	33101	0	0	0	10	36	0	3	1891.09	0	40	2	4	0	0	0	0	0	0	0
331	33103	0	33102	33101	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
331	33104	0	33102	33101	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
332	33201	33202	0	0	0	10	52	0	3	1842.758	1	40	2	-1	0	0	0	0	0	0	0
332	33202	33201	0	0	0	10	65	0	4	0	0	-1	2	7	0	0	1622.094	0	1622.094	1622.094	0
333	33301	33302	0	0	0	10	46	0	3	2975.747	1	37	2	2	0	0	0	0	0	0	0
333	33302	33301	0	0	0	10	34	0	3	1959.12	0	15	2	3	0	0	0	0	0	0	0
334	33401	33402	0	0	0	10	73	0	4	0	0	-1	1	-1	0	0	1731.66725	0	1731.66725	1731.66725	0
334	33402	33401	0	0	0	10	86	0	2	0	1	30	5	7	278.4724	0	2085.542	0	2085.542	2085.542	278.4724
335	33501	33502	0	0	0	10	47	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
335	33502	33501	0	0	0	10	39	0	3	1205.915	1	28	2	-1	0	0	0	0	0	0	0
335	33503	0	33501	33502	0	10	30	0	3	5035.051	0	32	1	4	0	0	0	0	0	0	0
335	33504	0	33501	33502	0	10	26	0	5	3601.827	0	-1	1	5	0	0	0	0	0	0	0
335	33505	0	33501	33502	0	10	12	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
335	33506	0	33501	33502	0	10	9	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
335	33507	0	33501	33502	0	10	7	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
336	33601	33602	0	0	0	10	43	0	3	2395.353	1	40	2	7	0	0	0	0	0	0	0
336	33602	33601	0	0	0	10	42	0	3	1852.296	0	40	2	7	0	0	0	0	0	0	0
336	33603	0	33602	33601	0	10	12	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
336	33604	0	33602	33601	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
337	33701	0	0	0	0	10	25	0	3	0	1	40	1	4	0	0	0	0	0	0	0
338	33801	33802	0	0	0	10	23	0	3	1392.8	1	52	1	9	0	0	0	0	0	0	0
338	33802	33801	0	0	0	10	18	0	3	926.7665	0	37	1	-1	0	0	0	0	0	0	0
339	33901	0	0	0	0	10	70	0	7	0	1	-1	5	1	2169.978	0	1649.692	0	1649.692	1649.692	2169.978
340	34001	34002	0	0	0	10	36	0	3	1823.098	1	40	2	4	0	0	0	0	0	0	0
340	34002	34001	0	0	0	10	37	0	3	2128.458	0	40	2	-1	0	0	0	0	0	0	0
341	34101	34102	0	0	0	10	25	6	3	621.7014	1	28	1	9	0	0	0	0	0	0	0
341	34102	34101	0	0	0	10	27	6	6	0	0	-1	1	3	0	0	0	0	0	0	0
342	34201	34202	0	0	0	10	44	0	3	3521.729	1	40	2	4	0	0	0	0	0	0	0
342	34202	34201	0	0	0	10	41	0	5	1018.41	0	-1	2	4	0	0	0	0	0	0	0
342	34203	0	34202	34201	0	10	17	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
342	34204	0	34202	34201	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
343	34301	0	0	0	0	10	68	0	4	0	0	-1	5	-1	0	0	1945.27725	0	1945.27725	1945.27725	0
344	34401	34402	0	0	0	10	69	0	4	0	1	-1	2	-1	0	0	1431.98475	0	1431.98475	1431.98475	0
344	34402	34401	0	0	0	10	50	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
344	34403	0	34402	34401	0	10	16	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
345	34501	0	0	0	0	10	27	0	3	1806.47	1	35	1	3	0	0	0	0	0	0	0
345	34502	0	0	0	0	10	33	0	2	0	1	48	1	1	2671.429	0	0	0	0	0	2671.429
346	34601	34602	0	0	0	10	41	0	2	0	1	72	2	1	1047.102	0	0	0	0	0	1047.102
346	34602	34601	0	0	0	10	31	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
346	34603	0	34602	34601	0	10	9	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
346	34604	0	34602	34601	0	10	8	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
347	34701	34702	0	0	0	10	56	0	2	0	1	45	2	2	5582.789	0	0	0	0	0	5582.789
347	34702	34701	0	0	0	10	45	0	2	0	0	45	2	2	10396.65	0	0	0	0	0	10396.65
347	34703	0	34702	34701	0	10	15	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
347	34704	0	34702	34701	0	10	13	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
348	34801	0	0	0	0	10	68	0	4	0	0	-1	5	5	0	0	2169.61225	0	2169.61225	2169.61225	0
349	34901	0	0	0	0	10	86	0	4	0	0	-1	5	-1	0	0	1370.7645	0	1370.7645	1370.7645	0
350	35001	35002	0	0	0	10	67	0	4	0	1	-1	2	1	0	0	1807.47275	0	1807.47275	1807.47275	0
350	35002	35001	0	0	0	10	58	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
351	35101	35102	0	0	0	10	34	0	3	3425.895	1	40	2	4	0	0	0	0	0	0	0
351	35102	35101	0	0	0	10	25	6	3	3103.501	0	32	2	2	0	0	0	0	0	0	0
351	35103	0	35102	35101	0	10	2	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
352	35201	35202	0	0	0	10	70	0	4	0	1	-1	2	4	0	0	1788.0215	0	1788.0215	1788.0215	0
352	35202	35201	0	0	0	10	61	0	3	2296.098	0	29	2	9	0	0	0	0	0	0	0
353	35301	35302	0	0	0	10	65	0	2	0	1	20	2	6	421.2714	0	1679.50525	0	1679.50525	1679.50525	421.2714
353	35302	35301	0	0	0	10	55	0	7	0	0	-1	2	6	0	0	0	0	0	0	0
353	35303	0	0	0	0	10	49	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
354	35401	0	0	0	0	10	77	0	7	0	0	-1	5	-1	0	0	1500.6055	0	1500.6055	1500.6055	0
355	35501	35502	0	0	0	10	25	0	5	1264.545	1	-1	2	-1	0	0	0	0	0	0	0
355	35502	35501	0	0	0	10	27	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
356	35601	35602	0	0	0	10	51	0	3	1653.489	0	36	2	5	0	0	0	0	0	0	0
356	35602	35601	0	0	0	10	54	0	3	2568.204	1	37	2	7	0	0	0	0	0	0	0
356	35603	0	35601	35602	0	10	15	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
357	35701	0	0	0	0	10	30	0	3	0	0	48	4	5	0	0	0	0	0	0	0
358	35801	35802	0	0	0	10	85	0	4	0	1	-1	2	-1	0	0	1142.19125	0	1142.19125	1142.19125	0
358	35802	35801	0	0	0	10	77	0	4	0	0	-1	2	6	0	0	1747.8945	0	1747.8945	1747.8945	0
359	35901	0	0	0	0	10	25	0	3	2325.866	1	37	1	2	0	0	0	0	0	0	0
360	36001	36002	36005	0	0	10	49	0	2	0	1	70	2	6	1883.166	0	0	0	0	0	1883.166
360	36002	36001	0	0	0	10	43	0	9	0	0	50	2	-1	0	0	0	0	0	0	0
360	36003	0	36002	36001	0	10	20	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
360	36004	0	36002	36001	0	10	18	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
360	36005	0	0	0	0	10	81	0	4	0	0	-1	5	-1	0	0	1827.3615	0	1827.3615	1827.3615	0
361	36101	0	0	0	0	10	86	0	4	0	0	-1	5	-1	0	0	1962.80975	0	1962.80975	1962.80975	0
362	36201	36202	0	0	0	10	55	0	2	0	1	85	2	7	1784.96	0	0	0	0	0	1784.96
362	36202	36201	0	0	0	10	42	0	3	948.9567	0	40	2	-1	0	0	0	0	0	0	0
362	36203	0	36202	36201	0	10	21	0	3	0	0	40	1	4	0	0	0	0	0	0	0
363	36301	36302	0	0	0	10	53	0	3	1508.072	0	40	2	9	0	0	0	0	0	0	0
363	36302	36301	0	0	0	10	57	0	3	1423.898	1	40	2	9	0	0	0	0	0	0	0
363	36303	0	36301	36302	0	10	29	0	5	0	1	-1	1	-1	0	0	0	0	0	0	0
364	36401	36402	0	0	0	10	40	0	3	2796.688	1	18	2	2	0	0	0	0	0	0	0
364	36402	36401	0	0	0	10	29	0	3	1026.928	0	18	2	2	0	0	0	0	0	0	0
364	36403	0	36402	36401	0	10	6	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
364	36404	0	36402	36401	0	10	2	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
365	36501	36502	0	0	0	10	46	0	2	0	1	65	2	7	3360.57	0	0	0	0	0	3360.57
365	36502	36501	0	0	0	10	45	0	3	1895.77	0	38	2	3	0	0	0	0	0	0	0
365	36503	0	36502	36501	0	10	19	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
365	36504	0	36502	36501	0	10	17	6	6	0	1	-1	1	-1	0	0	0	0	0	0	0
366	36601	36602	0	0	0	10	55	0	4	1989.464	1	-1	2	-1	0	0	0	0	0	0	0
366	36602	36601	0	0	0	10	55	0	4	1127.276	0	-1	2	7	0	0	0	0	0	0	0
366	36603	0	36602	36601	0	10	28	0	3	2109.994	0	25	1	2	0	0	0	0	0	0	0
366	36604	0	0	0	0	10	70	0	4	0	0	-1	1	-1	0	0	1852.1965	0	1852.1965	1852.1965	0
366	36605	0	36602	36601	0	10	23	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
367	36701	36702	0	0	0	10	57	0	3	1595.564	1	40	2	5	1843.218	0	0	0	0	0	1843.218
367	36702	36701	0	0	0	10	53	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
367	36703	0	36702	36701	0	10	21	0	5	0	0	-1	1	-1	0	0	0	0	0	0	0
368	36801	36802	0	0	0	10	46	0	2	0	1	30	2	2	2236.634	0	0	0	0	0	2236.634
368	36802	36801	0	0	0	10	27	0	2	0	0	20	2	2	0	0	0	0	0	0	0
369	36901	0	0	0	0	10	50	0	3	2382.284	0	40	5	5	0	0	0	0	0	0	0
370	37001	37002	0	0	0	10	21	6	3	468.6321	1	50	1	3	0	0	0	0	0	0	0
370	37002	37001	0	0	0	10	21	4	3	730.2272	0	37	1	8	0	0	0	0	0	0	0
371	37101	37102	0	0	0	10	31	0	3	1799.873	1	48	2	5	0	0	0	0	0	0	0
371	37102	37101	0	0	0	10	28	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
371	37103	0	37102	37101	0	10	8	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
371	37104	0	37102	37101	0	10	4	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
371	37105	0	37102	37101	0	10	2	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
372	37201	0	37202	37203	0	10	38	0	3	1639.514	0	40	1	4	0	0	0	0	0	0	0
372	37202	37203	0	0	0	10	55	0	7	180.4077	0	6	2	9	0	0	0	0	0	0	0
372	37203	37202	0	0	0	10	57	0	7	0	1	-1	2	7	0	0	0	0	0	0	0
372	37204	0	37202	37203	0	10	32	0	5	0	1	-1	4	9	0	0	0	0	0	0	0
373	37301	37302	0	0	0	10	68	0	2	0	1	28	2	-1	577.5276	0	1799.1835	0	1799.1835	1799.1835	577.5276
373	37302	37301	0	0	0	10	65	0	7	0	0	-1	2	-1	0	0	1697.59525	0	1697.59525	1697.59525	0
374	37401	37402	0	0	0	10	41	0	3	1901.581	1	40	2	8	0	0	0	0	0	0	0
374	37402	37401	37406	0	0	10	34	0	3	1748.571	0	40	2	8	0	0	0	0	0	0	0
374	37403	0	37402	37401	0	10	17	0	6	0	1	-1	1	-1	0	0	0	0	0	0	0
374	37404	0	37402	37401	0	10	15	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
374	37405	0	37402	37401	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
374	37406	0	0	0	0	10	62	0	7	0	0	-1	5	5	0	0	0	0	0	0	0
374	37407	0	37406	0	0	10	33	0	7	0	1	-1	1	-1	0	0	0	0	0	0	0
375	37501	37502	0	0	0	10	38	0	3	2313.436	1	38	2	5	0	0	0	0	0	0	0
375	37502	37501	0	0	0	10	37	0	3	2363.265	0	30	2	2	0	0	0	0	0	0	0
375	37503	0	37502	37501	0	10	15	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
375	37504	0	37502	37501	0	10	12	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
375	37505	0	37502	37501	0	10	1	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
376	37601	0	37602	37603	0	10	32	0	3	1905.899	1	45	1	7	0	0	0	0	0	0	0
376	37602	37603	0	0	0	10	59	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
376	37603	37602	0	0	0	10	62	0	4	0	1	-1	2	7	0	0	0	0	0	0	0
377	37701	37702	0	0	0	10	51	0	3	2700.03	1	46	2	2	0	0	0	0	0	0	0
377	37702	37701	0	0	0	10	50	0	3	2654.643	0	41	2	2	0	0	0	0	0	0	0
378	37801	37802	0	0	0	10	39	0	3	3121.991	0	37	2	4	0	0	0	0	0	0	0
378	37802	37801	0	0	0	10	37	0	3	5050.57	1	42	2	1	0	0	0	0	0	0	0
378	37803	0	37801	37802	0	10	6	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
378	37804	0	37801	37802	0	10	3	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
379	37901	0	0	0	0	10	77	0	4	0	0	-1	5	1	0	0	1275.415	0	1275.415	1275.415	0
380	38001	38002	0	0	0	10	71	0	4	0	1	-1	2	1	0	0	1834.304	0	1834.304	1834.304	0
380	38002	38001	0	0	0	10	66	4	4	0	0	-1	2	5	0	0	1411.64025	0	1411.64025	1411.64025	0
381	38101	38102	0	0	0	10	67	0	4	0	1	-1	2	1	0	0	1773.503	0	1773.503	1773.503	0
381	38102	38101	0	0	0	10	65	0	7	0	0	-1	2	-1	0	0	1677.9665	0	1677.9665	1677.9665	0
382	38201	38202	0	0	0	10	34	0	3	3237.687	1	37	2	3	0	0	0	0	0	0	0
382	38202	38201	0	0	0	10	31	0	2	0	0	45	2	5	304.4724	0	0	0	0	0	304.4724
382	38203	0	38202	38201	0	10	7	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
382	38204	0	38202	38201	0	10	4	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
383	38301	38302	0	0	0	10	45	0	3	1963.367	0	40	2	9	0	0	0	0	0	0	0
383	38302	38301	0	0	0	10	46	0	5	0	1	-1	2	9	0	0	0	0	0	0	0
383	38303	0	38301	38302	0	10	21	0	5	0	0	-1	1	-1	0	0	0	0	0	0	0
383	38304	0	38301	38302	0	10	18	0	6	0	0	-1	1	-1	0	0	0	0	0	0	0
383	38305	0	0	0	0	10	24	0	3	1722.132	1	48	1	9	0	0	0	0	0	0	0
384	38401	38402	0	0	0	10	50	0	3	2631.441	1	44	2	2	0	0	0	0	0	0	0
384	38402	38401	0	0	0	10	46	0	3	2278.952	0	37	2	3	0	0	0	0	0	0	0
384	38403	0	38402	38401	0	10	11	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
385	38501	0	0	0	0	10	31	0	3	2462.116	0	37	1	2	0	0	0	0	0	0	0
386	38601	0	0	0	0	10	52	0	2	621.2978	1	50	1	7	880.4153	0	0	0	0	0	880.4153
387	38701	38702	0	0	0	10	52	0	3	3071.915	1	38	2	8	0	0	0	0	0	0	0
387	38702	38701	0	0	0	10	52	0	3	1763.102	0	30	2	5	0	0	0	0	0	0	0
388	38801	38802	0	0	0	10	70	0	2	0	1	20	2	1	312.8184	0	1865.57725	0	1865.57725	1865.57725	312.8184
388	38802	38801	0	0	0	10	63	0	4	0	0	-1	2	-1	0	0	0	0	0	0	0
389	38901	38902	0	0	0	10	56	0	3	1085.867	0	29	2	8	0	0	0	0	0	0	0
389	38902	38901	0	0	0	10	61	0	3	1960.035	1	37	2	4	0	0	0	0	0	0	0
389	38903	0	38901	38902	0	10	17	4	6	311.0797	1	-1	1	-1	0	0	0	0	0	0	0
390	39001	39002	0	0	0	10	34	0	3	2648.485	1	37	1	7	0	0	0	0	0	0	0
390	39002	39001	0	0	0	10	34	0	3	2159.535	0	37	1	9	0	0	0	0	0	0	0
390	39003	0	39002	39001	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
390	39004	0	39002	39001	0	10	5	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
391	39101	39102	0	0	0	10	43	0	3	5481.832	1	50	2	7	0	0	0	0	0	0	0
391	39102	39101	0	0	0	10	42	0	3	1017.33	0	38	2	5	0	0	0	0	0	0	0
391	39103	0	39102	39101	0	10	13	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
392	39201	39202	0	0	0	10	50	0	3	2754.516	1	38	2	2	0	0	0	0	0	0	0
392	39202	39201	0	0	0	10	45	0	2	0	0	30	2	1	1228.24	0	0	0	0	0	1228.24
392	39203	0	39202	39201	0	10	5	2	0	0	0	-1	1	-1	0	0	0	0	0	0	0
393	39301	39302	0	0	0	10	62	0	2	0	1	30	2	2	7999.003	0	0	0	0	0	7999.003
393	39302	39301	0	0	0	10	60	0	7	0	0	-1	2	4	120.9101	0	0	0	0	0	120.9101
394	39401	39402	0	0	0	10	65	0	4	0	1	-1	2	9	0	0	1784.992	0	1784.992	1784.992	0
394	39402	39401	0	0	0	10	54	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
395	39501	0	0	0	0	10	54	0	3	2357.856	0	37	5	4	0	0	0	0	0	0	0
396	39601	0	0	0	0	10	62	0	7	0	0	-1	5	6	0	0	0	0	0	0	0
397	39701	39702	0	0	0	10	38	0	2	0	0	45	2	5	3013.719	0	0	0	0	0	3013.719
397	39702	39701	0	0	0	10	41	0	3	2650.826	1	37	2	9	0	0	0	0	0	0	0
397	39703	0	39701	39702	0	10	13	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
398	39801	39802	0	0	0	10	72	0	4	0	1	-1	2	8	0	0	1495.9325	0	1495.9325	1495.9325	0
398	39802	39801	0	0	0	10	66	0	7	0	0	-1	2	-1	0	0	2026.80625	0	2026.80625	2026.80625	0
399	39901	39902	0	0	0	10	44	0	3	3854.663	1	37	2	2	0	0	0	0	0	0	0
399	39902	39901	0	0	0	10	44	0	3	3403.342	0	37	2	2	0	0	0	0	0	0	0
400	40001	0	0	0	0	10	34	0	3	2528.646	0	40	4	3	0	0	0	0	0	0	0
400	40002	0	40001	0	0	10	15	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
401	40101	0	0	0	0	10	71	0	3	1495.143	1	37	5	5	0	0	2105.0625	0	2105.0625	2105.0625	0
402	40201	40202	0	0	0	10	50	0	2	0	1	80	2	2	1819.758	0	0	0	0	0	1819.758
402	40202	40201	40206	40205	0	10	41	0	3	2757.429	0	38	2	4	0	0	0	0	0	0	0
402	40203	0	40202	40201	0	10	15	4	6	0	0	-1	1	-1	0	0	0	0	0	0	0
402	40204	0	40202	40201	0	10	13	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
402	40205	40206	0	0	0	10	82	0	4	0	1	-1	2	-1	0	0	1760.05275	0	1760.05275	1760.05275	0
402	40206	40205	0	0	0	10	71	0	7	0	0	-1	2	-1	0	0	1987.09225	0	1987.09225	1987.09225	0
403	40301	0	0	0	0	10	55	0	7	0	0	-1	5	-1	0	0	0	0	0	0	0
403	40302	0	40301	0	0	10	28	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
404	40401	40402	0	0	0	10	86	0	4	0	1	-1	2	-1	0	0	1680.299	0	1680.299	1680.299	0
404	40402	40401	0	0	0	10	80	0	4	0	0	-1	2	-1	0	0	1857.021	0	1857.021	1857.021	0
404	40403	40404	40402	40401	0	10	59	0	2	358.6967	1	75	2	8	2714.964	0	0	0	0	0	2714.964
404	40404	40403	0	0	0	10	44	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
404	40405	0	40404	40403	0	10	26	0	5	0	1	-1	1	-1	0	0	0	0	0	0	0
404	40406	0	40404	40403	0	10	22	0	5	0	1	-1	1	-1	0	0	0	0	0	0	0
405	40501	40502	0	0	0	10	50	0	3	2369.744	0	37	2	5	0	0	0	0	0	0	0
405	40502	40501	0	0	0	10	52	0	3	2528.707	1	37	2	3	0	0	0	0	0	0	0
405	40503	0	40501	40502	0	10	16	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
405	40504	0	40501	40502	0	10	12	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
406	40601	40602	0	0	0	10	63	0	4	0	1	-1	2	7	2202.303	0	0	0	0	0	2202.303
406	40602	40601	0	0	0	10	58	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
407	40701	40702	0	0	0	10	26	0	3	1987.872	0	37	1	3	0	0	0	0	0	0	0
407	40702	40701	0	0	0	10	26	6	6	339.6031	1	42	1	2	0	0	0	0	0	0	0
408	40801	40802	0	0	0	10	38	0	3	2847.207	1	52	2	9	1818.831	0	0	0	0	0	1818.831
408	40802	40801	0	0	0	10	32	0	5	0	0	-1	2	4	0	0	0	0	0	0	0
408	40803	0	40802	40801	0	10	6	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
408	40804	0	40802	40801	0	10	5	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
409	40901	40902	0	0	0	10	27	0	3	2789.6	1	37	1	3	0	0	0	0	0	0	0
409	40902	40901	0	0	0	10	26	0	3	2170.394	0	38	1	4	0	0	0	0	0	0	0
410	41001	41002	0	0	0	10	44	0	2	0	0	48	2	3	408.6869	0	0	0	0	0	408.6869
410	41002	41001	0	0	0	10	44	6	2	0	1	55	2	7	4166.083	0	0	0	0	0	4166.083
410	41003	0	41001	41002	0	10	20	0	6	207.5034	0	16	1	5	0	0	0	0	0	0	0
410	41004	0	41001	41002	0	10	17	0	6	0	1	-1	1	-1	0	0	0	0	0	0	0
411	41101	0	0	0	0	10	61	0	5	0	1	-1	1	4	0	0	0	0	0	0	0
412	41201	0	0	0	0	10	86	0	4	0	0	-1	5	-1	0	0	1823.4795	0	1823.4795	1823.4795	0
413	41301	0	0	0	0	10	60	0	3	1253.345	0	25	5	5	0	0	0	0	0	0	0
414	41401	41402	0	0	0	10	38	0	3	2605.848	0	37	2	2	0	0	0	0	0	0	0
414	41402	41401	0	0	0	10	37	4	3	2972.801	1	50	2	1	0	0	0	0	0	0	0
414	41403	0	41401	41402	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
414	41404	0	41401	41402	0	10	10	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
415	41501	0	0	0	0	10	50	0	3	2676.098	1	37	1	9	0	0	0	0	0	0	0
416	41601	41602	0	0	0	10	52	0	2	0	1	36	2	6	1359.552	0	0	0	0	0	1359.552
416	41602	41601	0	0	0	10	39	0	3	2115.321	0	37	2	4	0	0	0	0	0	0	0
416	41603	0	41602	41601	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
416	41604	0	41602	41601	0	10	11	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
416	41605	0	41602	41601	0	10	10	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
417	41701	41702	0	0	0	10	66	0	2	0	1	50	2	6	0	0	2113.248	0	2113.248	2113.248	0
417	41702	41701	0	0	0	10	62	0	7	0	0	-1	2	6	0	0	0	0	0	0	0
417	41703	0	0	0	0	10	59	0	9	0	0	70	1	6	0	0	0	0	0	0	0
418	41801	41802	0	0	0	10	44	0	3	4029.941	1	68	2	7	0	0	0	0	0	0	0
418	41802	41801	0	0	0	10	37	0	3	2268.404	0	38	2	3	0	0	0	0	0	0	0
418	41803	0	41802	41801	0	10	14	3	6	0	0	-1	1	-1	0	0	0	0	0	0	0
418	41804	0	41802	41801	0	10	12	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
418	41805	0	41802	41801	0	10	4	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0
419	41901	0	0	0	0	10	32	0	3	2080.234	0	40	1	5	0	0	0	0	0	0	0
420	42001	42002	0	0	0	10	52	0	2	0	1	50	2	1	5599.426	0	0	0	0	0	5599.426
420	42002	42001	42005	0	0	10	41	0	2	0	0	50	2	1	2697.972	0	0	0	0	0	2697.972
420	42003	0	42002	42001	0	10	10	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
420	42004	0	42002	42001	0	10	6	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
420	42005	0	0	0	0	10	76	0	4	0	0	-1	5	1	0	0	1642.01225	0	1642.01225	1642.01225	0
421	42101	0	0	0	0	10	21	6	6	75.51249	0	-1	1	-1	0	0	0	0	0	0	0
422	42201	42202	0	0	0	10	53	0	3	12393.88	1	58	2	1	0	0	0	0	0	0	0
422	42202	42201	0	0	0	10	48	0	3	1444.637	0	21	2	4	0	0	0	0	0	0	0
422	42203	0	42202	42201	0	10	18	4	6	435.8555	0	-1	1	5	0	0	0	0	0	0	0
423	42301	42302	0	0	0	10	60	0	4	0	1	-1	2	1	0	0	0	0	0	0	0
423	42302	42301	0	0	0	10	55	0	4	0	0	-1	2	3	0	0	0	0	0	0	0
423	42303	0	42302	42301	0	10	21	6	6	0	0	-1	1	-1	0	0	0	0	0	0	0
423	42304	0	42302	42301	0	10	29	0	3	2458.26	1	35	1	7	0	0	0	0	0	0	0
424	42401	42402	0	0	0	10	61	0	4	960.7814	1	-1	2	9	0	0	0	0	0	0	0
424	42402	42401	0	0	0	10	57	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
425	42501	0	0	0	0	10	86	0	4	0	1	-1	5	-1	0	0	1146.70925	0	1146.70925	1146.70925	0
426	42601	0	0	0	0	10	26	4	5	0	0	-1	1	4	0	0	0	0	0	0	0
427	42701	0	0	0	0	10	40	0	3	2334.51	0	37	3	4	0	0	0	0	0	0	0
427	42702	0	42701	0	0	10	16	4	6	0	1	-1	1	-1	0	0	0	0	0	0	0
428	42801	0	0	0	0	10	33	0	3	2072.979	1	37	1	7	0	0	0	0	0	0	0
429	42901	42902	0	0	0	10	42	0	3	4852.312	1	40	2	8	0	0	0	0	0	0	0
429	42902	42901	0	0	0	10	40	0	7	0	0	-1	2	-1	0	0	0	0	0	0	0
429	42903	0	42902	42901	0	10	13	3	6	0	1	-1	1	-1	0	0	0	0	0	0	0
429	42904	0	42902	42901	0	10	10	2	6	0	0	-1	1	-1	0	0	0	0	0	0	0
430	43001	43002	0	0	0	10	60	0	3	1685.938	1	37	2	9	0	0	0	0	0	0	0
430	43002	43001	0	0	0	10	59	0	3	2876.01	0	37	2	2	0	0	0	0	0	0	0
431	43101	43102	0	0	0	10	48	0	3	3057.893	0	35	4	3	0	0	0	0	0	0	0
431	43102	43101	0	0	0	10	54	0	3	4188.084	1	52	4	2	0	0	0	0	0	0	0
432	43201	43202	0	0	0	10	38	0	3	4291.689	1	40	2	-1	0	0	0	0	0	0	0
432	43202	43201	0	0	0	10	35	0	7	0	0	-1	2	5	0	0	0	0	0	0	0
432	43203	0	43202	43201	0	10	8	2	6	0	1	-1	1	-1	0	0	0	0	0	0	0
432	43204	0	43202	43201	0	10	4	0	0	0	1	-1	1	-1	0	0	0	0	0	0	0
433	43301	43302	0	0	0	10	42	0	3	2315.978	1	40	2	7	0	0	0	0	0	0	0
433	43302	43301	0	0	0	10	30	0	7	0	0	-1	2	7	0	0	0	0	0	0	0
